,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,genreName,BinProb
339366,24.556392520336445,79.57976661680614,65.35551750390385,90.26391355746685,99.46763543151938,Comedy,11
263722,68.55305834921053,86.07033590971862,17.92320975482071,80.4140999928223,88.57045988507414,Crime,8
218626,22.677191664584296,4.736127073915175,22.23609595438424,83.94558299037797,51.77073768182464,Fantasy,8
76114,81.50115955126135,64.39622747804331,29.117184466697154,31.157960624923998,87.85159438540911,Crime,10
158450,35.53485351455643,35.969050979443736,63.73521968866442,88.32306836669503,24.660937590760803,Comedy,13
52758,86.80965743052187,83.79226319210181,2.9552718068997286,39.55865935559893,26.46957225167722,Thriller,13
312371,41.932508255167164,18.471849907263792,60.79189118925849,15.754373200541805,18.755813089770758,Documentary,1
328189,53.883404425245814,6.913489187943622,48.39747832507305,99.5210744082359,41.24100213271128,Romance,9
31840,57.148460287735105,24.357191915527842,56.80141152831711,86.80107603415715,5.179298079936734,Comedy,15
223519,93.47539565357324,49.84856642427978,31.02711834680919,12.8113985574273,41.57899368710339,Horror,16
66342,67.37282766945562,62.8928320190565,45.71531881409251,54.15255748319361,94.29497123311819,Action,3
339058,74.15426750314657,14.818867668626778,12.800676087735742,7.656949038146532,55.86533670369512,Documentary,6
307802,11.235781350740915,1.758405245576422,61.609311431047175,3.9521961009637674,66.99866730046169,Comedy,8
108556,11.561852639129045,66.19133230144693,98.34257295482443,83.32335600751105,31.904528312958092,Adventure,10
254385,84.22703536860391,83.74952378397407,23.466584820777125,50.08324485646093,96.22057302729125,Sci-Fi,9
328845,49.76231889714112,19.36333362316589,91.77487313100568,6.068631731909679,28.595476505057615,Documentary,0
284693,36.46861460032914,79.32334627966839,38.22571238748643,59.28439002990622,31.755455526518606,Crime,16
36980,23.99260911362141,67.64812849125636,24.75404162388246,52.12463935123161,77.84454178978457,Drama,5
234627,62.420502629328354,46.384328641178115,13.042306517794689,57.382105039578526,70.4225064761289,Drama,6
98675,82.39874986180703,29.383115595762423,10.79749989505695,91.2882928115276,43.090550139514875,Family,11
206824,43.426184252397235,59.547518918662014,55.18637945163012,91.53409611821577,66.22885670304028,Thriller,11
162897,37.27490527958436,40.94265981648553,91.40139485540593,75.27557180128683,59.61910771620531,Action,9
18402,32.96596398452639,12.432600947772443,65.82188041765981,8.1770241328746,40.04997254257643,Adventure,9
155752,0.06434840736184722,12.981224918877354,56.42464393847288,71.78940179890158,30.82480857242641,Romance,5
166991,36.061659116282705,95.06401856930415,32.29029523496101,61.69680982130203,45.25009684380282,Drama,6
81570,45.196203379621934,7.540215700793684,10.965240668163755,6.524124390107322,44.45318965283344,Action,11
323815,1.219676510099954,32.795006305008066,99.03689643712555,33.2341434652754,73.35745734091286,Drama,11
259316,58.72366460963534,61.35080887518603,1.136970144949312,17.070609697877547,15.738149684674207,Drama,5
272360,98.2609688743557,44.749313805681666,1.8218264876198376,0.013097248654037053,97.10438209454998,Musical,9
163746,95.14624399421423,33.378571742743766,68.62260647470048,59.712951227523256,73.37948396032775,Drama,11
319340,9.285629167319732,60.69805150004258,96.45862035382251,26.02911106892909,92.54164438522932,Drama,7
44824,25.8917073258912,99.77937971834329,64.94469530651591,41.13003087677761,97.47287622800523,Thriller,3
65120,79.83686320869555,28.35399119537079,43.77344247843353,99.6460095183356,37.33687996060061,War,2
28729,20.138723852521057,86.85208373432427,11.858216950444556,97.42539555036576,29.159937082042187,Thriller,12
44945,25.8917073258912,99.77937971834329,64.94469530651591,41.13003087677761,97.47287622800523,Drama,3
213200,78.66910927846682,68.81337434274616,82.6746010646456,30.651488005349194,55.557915098511735,Crime,12
342710,73.32814674296941,30.25727600328273,95.99688068666629,15.522713920982689,45.128588256730914,Action,12
294120,63.14266838161732,32.820217774575156,18.22769432085107,21.29438736651923,19.71834216242391,Family,4
252081,29.290280347525655,29.73583723598655,41.587034482251454,50.88657108335097,78.92028125598655,Family,14
306773,71.4045370215424,24.76174507361961,48.06196593549193,62.54421084736641,92.07266020246148,Musical,16
187501,1.7790206459670554,26.71534624756029,88.50850543603623,7.0754946090966,22.692414850264832,Drama,11
202973,24.99534274496319,2.2064622403866085,93.47527464006309,81.1964285560492,10.154840586980619,Action,16
282010,57.857011049445084,46.161705007723356,61.10445471543894,0.9353281159323767,22.041114915015704,Adventure,9
238866,7.292508035949452,89.35078867797178,20.741328377068335,43.26069703004713,95.72775758317853,Drama,1
216388,40.12587941385517,17.35518511736398,38.75809899435061,0.05732902160067166,72.28569516625569,Adventure,3
188890,69.24615358786977,59.33317556801653,18.772738104432108,42.58296039829182,22.867595591672497,Drama,8
356836,7.185381206355146,47.28053439912582,39.27206930981975,62.980420575133586,35.166405625550325,Horror,12
172371,0.1681286962061379,73.70929763207761,85.6733381844465,56.435140153608074,31.414583546536036,Drama,12
154311,23.669186075431604,8.362579542970261,2.2542563111477065,47.536516056312394,49.81009678268832,Music,9
37613,42.681758849077376,38.30091389773129,91.16830321094598,15.338228904857576,61.45258320259357,Crime,14
156372,0.06434840736184722,12.981224918877354,56.42464393847288,71.78940179890158,30.82480857242641,Drama,15
183859,24.602026407779874,52.99079135551481,38.14207469088393,62.19188982555546,98.79555149163166,Romance,11
18439,32.96596398452639,12.432600947772443,65.82188041765981,8.1770241328746,40.04997254257643,Drama,10
258950,58.72366460963534,61.35080887518603,1.136970144949312,17.070609697877547,15.738149684674207,Comedy,6
171131,55.05147588906003,86.85625293486332,60.62696728432233,98.85689642697493,54.00938389309998,Drama,12
275376,80.27084727659322,47.1815870052153,22.30626128528278,54.62980462718572,54.57066429601281,Horror,12
291433,99.33560889364692,63.96891648566299,97.58065054295189,77.49616915410782,77.15148438264725,Crime,4
221328,63.6162362902672,85.80633235457066,30.01768297298687,95.77234730892248,97.2751146872787,Crime,6
103758,52.012250225008906,84.71415425714476,7.627459480278487,22.89988511840576,75.56574453156102,Comedy,6
97149,87.07628057342497,83.09814216990769,85.51086046149031,55.90849730726386,75.76746434585937,Drama,8
3780,37.39868467641488,39.082657966425515,15.375505244061383,28.486870028354684,99.28146068351293,Drama,3
225842,32.623091155470796,66.69215485769988,70.39465712534262,44.88029640971079,11.792017514828434,Horror,14
329518,10.210332172755109,20.09513225001157,69.93991707417352,81.42475245254272,22.459509904072505,Action,13
332415,45.48803110725529,0.8550595780051573,96.85934122575985,0.6769628193327271,87.59803914800966,Sci-Fi,6
206475,35.61776244453587,70.62527317755094,21.424566225425878,90.47395713451121,59.09051741678205,Biography,16
237398,53.45349754954704,74.06026441323912,17.424842689876574,36.944580502579505,67.99973286662143,Crime,14
188132,1.7790206459670554,26.71534624756029,88.50850543603623,7.0754946090966,22.692414850264832,Comedy,3
209754,83.07334530616205,37.58348763071583,69.21007625247556,15.814488097488223,8.994668851919096,Comedy,10
259683,47.51091269294426,4.898299051946486,80.43265426813127,16.555829992327485,26.920641398812528,Drama,13
233336,64.75011925908748,60.79640889339125,53.6379633306004,71.27659562773272,44.70721397311633,Crime,11
298522,65.78548772744583,36.47258691829545,69.89886400401681,44.5687984526241,48.422798802605286,Comedy,12
256794,54.330996891818295,40.53611867227597,40.873485713597944,35.5285198916681,85.57330709583276,Action,6
297743,89.05605370525755,85.03595644788759,28.800893885762314,30.788639835724553,1.9980193245191513,Comedy,7
173448,54.54350856132503,19.496389004569046,51.97429871252476,21.85996617994985,36.29810422563294,Comedy,10
74417,74.34614190244572,57.6757694303486,13.643245038792628,10.900696230113372,94.72020980460321,Documentary,12
55386,48.36458285127352,24.743475594724707,58.15474479635532,37.829860778449046,5.935521024297763,Music,11
37652,42.681758849077376,38.30091389773129,91.16830321094598,15.338228904857576,61.45258320259357,Documentary,3
249726,54.22972334303952,84.18931900582028,3.7592759273111565,42.788380400898326,29.297101114878377,Biography,13
334590,94.54264133147795,46.7750634806646,23.47158203402959,42.10378740872439,4.838390566694761,Music,12
141254,73.08630414393423,21.94285503893958,72.95852494321147,49.00087889936553,52.71457116588637,Drama,12
215492,43.0021286903438,87.08552418094943,87.56280752130091,71.41400463807996,94.35514135510365,Comedy,10
172305,0.1681286962061379,73.70929763207761,85.6733381844465,56.435140153608074,31.414583546536036,Romance,9
13017,75.32167818221762,43.35035698589144,71.31524119943789,91.1603343019768,8.729705835285007,Documentary,10
328275,53.883404425245814,6.913489187943622,48.39747832507305,99.5210744082359,41.24100213271128,Drama,17
6272,70.37902293471109,30.28374754140778,62.98586863456751,96.66780830289667,8.637432471116801,Drama,18
211812,12.511046466942776,9.65948219631806,0.3596754349007858,20.651469031377257,41.498604846340506,Crime,18
109905,91.75665967759755,1.7213597423188398,45.309508857405476,21.271074380554435,65.66239392400061,Drama,9
309551,29.385636039001326,42.706894713835375,55.93098908317572,1.7916673939100125,47.76295964609347,War,15
37469,42.681758849077376,38.30091389773129,91.16830321094598,15.338228904857576,61.45258320259357,Drama,9
328145,53.883404425245814,6.913489187943622,48.39747832507305,99.5210744082359,41.24100213271128,Drama,17
320381,49.944258198244384,4.70516882121056,38.28308898024291,63.50251783659397,4.828687758225492,Drama,16
71231,57.20573502722742,11.080805685795102,43.28983357710834,59.71710534538851,74.37239326834111,Drama,11
257112,54.330996891818295,40.53611867227597,40.873485713597944,35.5285198916681,85.57330709583276,Comedy,12
239514,40.323047012494285,4.424776797510354,91.23553367818951,59.89840386750747,20.787219575772152,Comedy,13
108579,11.561852639129045,66.19133230144693,98.34257295482443,83.32335600751105,31.904528312958092,Drama,16
208441,70.15570975522874,65.6165089782937,42.98923531321852,14.34165900448534,92.18201678651737,Action,4
87023,22.700144401229426,89.39363759289685,9.367862980281561,75.77987918222468,72.358867992487,Comedy,8
25807,74.59869773900601,72.6230742808762,88.83740862198316,31.57424770092976,59.93130409479457,Drama,8
148829,68.46094527401935,80.63519819709705,3.66823592653035,29.09183365632736,1.3407358781566847,Thriller,14
127705,2.3183577253211407,60.16156714508073,27.579739914269474,26.617724097005556,13.197031504282686,Thriller,11
229818,59.906208982014654,66.06694321951558,66.7052140621203,43.95249046000846,97.53066865100483,Adventure,4
300025,82.13690218885323,94.15321339096641,22.782645376504775,11.995919834309266,3.711009792818498,Romance,0
348578,10.239279084595864,94.75831134010429,93.1926210702494,72.15372199749301,89.90809103079718,Drama,9
297181,30.91887126491176,77.06580028446946,7.03884249302309,67.25862345367051,27.44684706291195,Action,7
89387,12.690495757123553,83.43674722909435,11.420121690930095,63.94851641952995,32.83273074715729,Drama,7
11335,50.43365013596023,87.50975552899067,91.8482331301253,93.09320615517876,85.13457498234308,Drama,11
330800,63.70189836378268,23.533990417653115,68.5107034680464,25.91861563900528,39.26754598439637,Action,12
307466,11.235781350740915,1.758405245576422,61.609311431047175,3.9521961009637674,66.99866730046169,Crime,15
272031,98.2609688743557,44.749313805681666,1.8218264876198376,0.013097248654037053,97.10438209454998,Musical,9
94220,69.34544143962921,1.8765559951191002,32.5416351837755,28.466750772458617,22.708171198170103,Drama,11
349813,97.52051781440116,97.72797576091992,82.7626999741723,42.41656338145856,88.63143567082562,Horror,6
330198,84.34604392963986,71.94854992189855,30.562186918402436,5.055002079081827,14.722016657063197,Romance,0
198746,92.13641015348017,12.644890793257114,75.85238711646925,70.12751608464586,19.452838804259954,Drama,17
22828,43.47322510790713,13.52377307551368,9.509952561959478,92.19495925839405,86.8005951457804,Biography,8
295864,46.624857288380674,33.53913832455883,19.516232105724107,44.49836228113833,55.936322077283904,Animation,11
163668,39.38544594873511,26.001325595935665,12.077272589313104,43.58403877800732,14.91221062475102,Comedy,9
4167,37.39868467641488,39.082657966425515,15.375505244061383,28.486870028354684,99.28146068351293,Horror,11
293771,63.14266838161732,32.820217774575156,18.22769432085107,21.29438736651923,19.71834216242391,Action,11
71050,57.20573502722742,11.080805685795102,43.28983357710834,59.71710534538851,74.37239326834111,Drama,11
122164,51.768832404146735,56.94202252021721,48.01946180747776,28.056357396943497,39.41956085214044,Mystery,9
315548,74.31970239568835,1.5047016724975215,32.841985216388245,19.09311863232721,96.25567381236174,Mystery,1
229741,59.906208982014654,66.06694321951558,66.7052140621203,43.95249046000846,97.53066865100483,Action,4
321711,54.70546993871018,84.76267338573503,87.70028903567668,22.822470959465512,21.654099293365338,Documentary,6
320233,49.944258198244384,4.70516882121056,38.28308898024291,63.50251783659397,4.828687758225492,Action,13
110399,98.58723349276806,92.1796146253828,94.27540623781434,22.17928616522472,86.43598591162109,Sci-Fi,10
109204,88.4689975608095,81.01587290990598,94.21931352646644,39.73831204790537,32.47343971505256,Mystery,15
201067,80.73342899130576,28.111659492044616,78.38826549493201,11.161979271792898,99.00773075768058,Musical,15
204138,80.50561212355373,68.88473401414328,47.751328277861745,58.82465464522421,48.93872620149513,Documentary,13
326006,61.52219425603585,32.25686260096246,82.1920669602963,99.46876751729268,59.35008066246298,Thriller,15
309677,29.385636039001326,42.706894713835375,55.93098908317572,1.7916673939100125,47.76295964609347,Drama,6
200009,9.161578167550077,82.1833164006257,60.210676736630255,97.64007011969146,83.66704397829832,Action,4
335862,62.76010094804584,23.99046498597587,18.732427928982677,57.188156774993814,25.825485240534384,Drama,11
202469,19.834821122551627,27.4402060945368,20.16110133009206,30.311705104231212,68.76800277012637,Comedy,9
77921,78.4913878320033,22.940237190995727,18.0033232387548,14.150272495333827,0.14164365394049305,Comedy,10
347954,80.33296244296545,38.2359871518098,40.17358174337132,38.132629559566396,97.40895742563632,Drama,5
152502,10.164604659280386,63.06373271504667,74.7956064000414,0.17908242881075065,68.53458633395041,Drama,4
113406,80.63739246879173,62.86806883669832,61.60902773130916,78.98613764228473,88.12092853688547,Drama,9
275742,11.706893873831802,54.99958941961337,2.5758326493080297,98.55528416218867,50.41747110543512,Comedy,11
167655,13.19575354598549,20.78746928535744,14.182301973875722,31.187058083349818,38.67357589465289,Sport,18
116204,81.91439454963798,65.85170812236115,75.82745979650508,43.28068928286394,56.66947285650856,Romance,11
166213,56.32309793478858,89.20291873792698,51.78077131720094,16.34542237824007,85.17241055283934,Family,15
349319,76.08903432101523,44.36850492602722,43.13632416909743,42.762574495525286,63.73842159534975,Comedy,13
241004,98.70870632186724,72.50442540742739,18.356640907017084,42.40178661835918,68.7280524383935,Comedy,13
113615,80.63739246879173,62.86806883669832,61.60902773130916,78.98613764228473,88.12092853688547,Romance,15
225192,94.90171321784251,13.949975360228539,41.53913403439059,38.61852708661942,47.44168258890469,Drama,10
30201,75.85889233309612,45.60878607153739,8.194185894513438,13.193357562590668,11.082724336635618,Music,11
183739,24.602026407779874,52.99079135551481,38.14207469088393,62.19188982555546,98.79555149163166,Action,4
206529,35.61776244453587,70.62527317755094,21.424566225425878,90.47395713451121,59.09051741678205,Comedy,11
339774,24.556392520336445,79.57976661680614,65.35551750390385,90.26391355746685,99.46763543151938,Drama,9
249954,54.22972334303952,84.18931900582028,3.7592759273111565,42.788380400898326,29.297101114878377,Drama,5
215255,79.7319984548843,19.26614679475822,8.23364974152625,87.20983776550096,21.287858848191,Crime,9
228493,13.683215153336437,84.23443944140226,87.0157520733575,72.65881215826069,8.184693098901619,Crime,17
298991,86.3830027315982,55.338214296914146,88.2061743047855,22.726648360002,36.44896782171029,Documentary,6
21500,73.72690650174525,70.87821471500246,82.89332201201466,35.68294882250203,23.41729939915599,Comedy,8
103423,97.21532674181339,15.817216691955505,2.6854386137762587,25.275038751026578,81.08337979286479,Thriller,12
698,63.44470417214348,11.071005557614411,51.57703378739335,22.149839573700426,76.59532366112917,Drama,8
212032,15.59639841144439,9.710144928859265,83.8184082917321,90.85397424067516,60.5523810423841,Musical,15
174858,22.494473698374374,79.06039163299978,0.7536267742168867,58.364519603641874,17.078400655548997,Sci-Fi,4
104705,38.85534423373004,65.89298379523353,58.00287835407711,25.901573362632014,20.406815589227733,Romance,3
275399,80.27084727659322,47.1815870052153,22.30626128528278,54.62980462718572,54.57066429601281,Romance,6
172338,0.1681286962061379,73.70929763207761,85.6733381844465,56.435140153608074,31.414583546536036,Action,12
40055,72.03235217301528,40.07333129370294,9.313280615396257,32.97373918238937,98.92637665686796,Drama,2
50288,94.15933737254566,48.68172091461458,55.22357000068207,81.34750799562087,87.8095947974642,Documentary,15
68709,94.9268120822204,60.70744929968895,4.007537683679773,37.89876109085303,55.171960224705074,Crime,12
200811,80.73342899130576,28.111659492044616,78.38826549493201,11.161979271792898,99.00773075768058,Drama,6
84302,43.18809604238879,81.87932784556462,71.51290303436994,81.30762134584457,44.07572325641507,Comedy,10
211331,12.511046466942776,9.65948219631806,0.3596754349007858,20.651469031377257,41.498604846340506,Romance,0
190922,69.63978456811081,81.03256820427019,94.08707478618219,69.96571802667032,80.1439504553744,History,12
87943,63.605852884462955,15.714077808768124,42.86145438502188,53.23205056950545,52.114237102639684,Comedy,15
328906,49.76231889714112,19.36333362316589,91.77487313100568,6.068631731909679,28.595476505057615,Family,3
88655,43.91976325402804,72.02056960427792,7.523331909014496,44.295130436107264,79.77938937350892,Romance,6
304230,73.10614056477066,27.44186192611369,59.286171200039085,0.5518592247729881,80.17109907194676,Music,17
210037,83.07334530616205,37.58348763071583,69.21007625247556,15.814488097488223,8.994668851919096,Music,14
252209,29.290280347525655,29.73583723598655,41.587034482251454,50.88657108335097,78.92028125598655,Drama,8
18846,18.802670666399546,64.73702887560552,60.093816810365,91.5799948361325,55.29136922256003,Comedy,10
83617,59.93225746715456,86.93324825957627,95.1935281233989,48.311307173981696,79.06273043251704,Drama,8
